WOPR,WGPR,WWPR,WOPT,WGPT,WWPT,WBHP,WTHP,WGIR,WWIR,WGIT,WWIT,WSPR,WSIR,WSPT,WSIT,WSTAT,WELL_NAME,PHASE,TYPE,date
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-05-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-05-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-05-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-05-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-06-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-07-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-08-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-08-30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-09-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-09-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-09-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-10-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-10-04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-10-13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-10-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-11-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-11-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-11-13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,1999-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-03-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-03-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-03-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-05-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-05-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-06-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-06-30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-08-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-08-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-08-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-08-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-08-27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-09-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-09-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-09-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-09-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2000-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-03-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-05-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-05-31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-06-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-06-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-06-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-06-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-07-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-07-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-07-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-07-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-07-30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-08-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-08-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-09-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2001-12-29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-02-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-02-13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-03-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-05-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-07-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-07-11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-07-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-08-14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-09-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-09-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-10-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-10-14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-11-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2002-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-01-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-01-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-02-14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-03-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-03-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-03-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-05-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-06-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-07-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-08-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-08-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-09-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-09-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-09-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-09-13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-09-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-10-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-11-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-12-08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-12-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2003-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-01-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-01-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-03-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-05-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-07-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-07-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-08-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-08-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-09-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2004-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-01-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-01-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-03-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-03-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-03-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-04-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-04-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-05-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-06-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-06-26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-07-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-07-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-07-29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-08-03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-08-04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-09-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-09-14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-12-02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,STOP,B-1BH,OIL,OP,2005-12-30
0.0,0.0,0.0,0.0,0.0,0.0,242.6181182861328,,,,,,,,,,OPEN,B-1BH,OIL,OP,2006-01-01
